time,value,mets,level
07:49:50,62,,
07:50:00,61,,
07:50:10,61,,
07:50:25,61,,
07:50:30,63,,
07:50:40,64,,
07:50:55,64,,
07:51:00,63,,
07:51:10,61,,
07:51:20,64,,
07:51:30,67,,
07:51:40,68,,
07:51:50,64,,
07:52:05,64,,
07:52:10,66,,
07:52:20,67,,
07:52:30,69,,
07:52:40,67,,
07:52:50,69,,
07:52:55,71,,
07:53:05,72,,
07:53:10,84,,
07:53:15,85,,
07:53:20,85,,
07:53:25,84,,
07:53:30,82,,
07:53:35,74,,
07:53:40,73,,
07:53:45,67,,
07:53:50,66,,
07:53:55,62,,
07:54:00,62,,
07:54:10,67,,
07:54:15,67,,
07:54:20,64,,
07:54:30,65,,
07:54:35,66,,
07:54:40,68,,
07:54:45,68,,
07:54:55,67,,
07:55:00,66,,
07:55:05,65,,
07:55:10,65,,
07:55:20,68,,
07:55:35,68,,
07:55:40,65,,
07:55:50,71,,
07:56:00,69,,
07:56:10,67,,
07:56:20,65,,
07:56:30,64,,
07:56:45,64,,
07:57:00,64,,
07:57:10,63,,
07:57:20,64,,
07:57:35,64,,
07:57:40,69,,
07:57:50,68,,
07:58:00,67,,
07:58:10,66,,
07:58:20,64,,
07:58:30,63,,
07:58:45,63,,
07:58:50,64,,
07:59:00,65,,
07:59:10,65,,
07:59:20,66,,
07:59:35,66,,
07:59:40,64,,
07:59:50,63,,
08:00:00,65,,
08:00:15,65,,
08:00:20,64,,
08:00:30,65,,
08:00:40,65,,
08:00:50,64,,
08:01:00,64,,
08:01:10,66,,
08:01:20,66,,
08:01:30,65,,
08:01:40,65,,
08:01:50,66,,
08:02:00,67,,
08:02:15,67,,
08:02:30,66,,
08:02:40,66,,
08:02:50,66,,
08:03:00,66,,
08:03:10,67,,
08:03:25,67,,
08:03:30,67,,
08:03:40,68,,
08:03:50,67,,
08:04:00,66,,
08:04:15,66,,
08:04:20,67,,
08:04:35,67,,
08:04:40,68,,
08:04:50,67,,
08:05:05,67,,
08:05:20,67,,
08:05:35,67,,
08:05:50,67,,
08:06:00,67,,
08:06:10,68,,
08:06:25,68,,
08:06:40,68,,
08:06:50,69,,
08:07:05,69,,
08:07:10,68,,
08:07:20,68,,
08:07:35,68,,
08:07:40,68,,
08:07:55,68,,
08:08:00,67,,
08:08:10,68,,
08:08:20,67,,
08:08:35,67,,
08:08:40,67,,
08:08:55,67,,
08:09:00,68,,
08:09:10,69,,
08:09:20,56,,
08:09:30,54,,
08:09:40,55,,
08:09:55,55,,
08:10:00,59,,
08:10:10,58,,
08:10:25,58,,
08:10:30,59,,
08:10:45,59,,
08:11:00,58,,
08:11:10,60,,
08:11:20,61,,
08:11:35,61,,
08:11:40,62,,
08:11:50,61,,
08:12:00,60,,
08:12:10,62,,
08:12:20,63,,
08:12:30,62,,
08:12:45,62,,
08:13:00,63,,
08:13:10,62,,
08:13:20,63,,
08:13:30,62,,
08:13:45,62,,
08:14:00,62,,
08:14:10,63,,
08:14:25,63,,
08:14:30,62,,
08:14:40,57,,
08:14:50,60,,
08:15:05,60,,
08:15:10,61,,
08:15:25,61,,
08:15:40,61,,
08:15:50,62,,
08:16:00,61,,
08:16:15,61,,
08:16:30,61,,
08:16:45,61,,
08:16:50,64,,
08:17:00,61,,
08:17:10,62,,
08:17:20,61,,
08:17:30,62,,
08:17:40,61,,
08:17:50,62,,
08:18:00,62,,
08:18:10,60,,
08:18:20,61,,
08:18:30,63,,
08:18:45,63,,
08:19:00,61,,
08:19:10,63,,
08:19:20,62,,
08:19:30,65,,
08:19:40,63,,
08:19:50,62,,
08:20:05,62,,
08:20:10,63,,
08:20:20,64,,
08:20:30,66,,
08:20:40,64,,
08:20:50,65,,
08:21:00,64,,
08:21:10,66,,
08:21:25,66,,
08:21:30,64,,
08:21:40,62,,
08:21:50,63,,
08:22:00,64,,
08:22:10,65,,
08:22:25,65,,
08:22:30,66,,
08:22:40,67,,
08:22:50,64,,
08:23:05,64,,
08:23:10,65,,
08:23:20,66,,
08:23:30,63,,
08:23:40,66,,
08:23:50,65,,
08:24:00,63,,
08:24:10,64,,
08:24:25,64,,
08:24:30,65,,
08:24:40,66,,
08:24:50,65,,
08:25:05,65,,
08:25:20,65,,
08:25:30,64,,
08:25:45,64,,
08:26:00,64,,
08:26:10,63,,
08:26:25,63,,
08:26:30,66,,
08:26:45,66,,
08:26:50,64,,
08:27:05,64,,
08:27:10,65,,
08:27:20,66,,
08:27:25,67,,
08:27:40,67,,
08:27:50,66,,
08:28:05,66,,
08:28:20,63,,
08:28:30,62,,
08:28:40,63,,
08:28:50,57,,
08:29:05,57,,
08:29:10,58,,
08:29:25,58,,
08:29:30,60,,
08:29:40,61,,
08:29:55,61,,
08:30:00,62,,
08:30:15,62,,
08:30:20,61,,
08:30:30,62,,
08:30:40,61,,
08:30:50,62,,
08:31:00,63,,
08:31:10,63,,
08:31:20,63,,
08:31:25,64,,
08:31:40,64,,
08:31:50,65,,
08:32:00,60,,
08:32:10,60,,
08:32:20,60,,
08:32:30,58,,
08:32:45,58,,
08:32:50,61,,
08:33:00,64,,
08:33:10,63,,
08:33:20,61,,
08:33:30,58,,
08:33:40,59,,
08:33:55,59,,
08:34:10,61,,
08:34:20,62,,
08:34:30,64,,
08:34:40,62,,
08:34:50,61,,
08:35:00,59,,
08:35:10,60,,
08:35:20,59,,
08:35:30,64,,
08:35:40,62,,
08:35:50,61,,
08:36:00,61,,
08:36:05,61,,
08:36:20,61,,
08:36:30,66,,
08:36:40,61,,
08:36:50,60,,
08:37:00,57,,
08:37:10,56,,
08:37:25,56,,
08:37:40,56,,
08:37:55,56,,
08:38:10,57,,
08:38:20,57,,
08:38:30,58,,
08:38:40,61,,
08:38:55,61,,
08:39:10,62,,
08:39:20,63,,
08:39:30,62,,
08:39:45,62,,
08:39:50,61,,
08:40:00,60,,
08:40:10,61,,
08:40:20,62,,
08:40:35,62,,
08:40:40,62,,
08:40:55,62,,
08:41:10,62,,
08:41:20,63,,
08:41:35,63,,
08:41:50,63,,
08:42:00,62,,
08:42:10,62,,
08:42:20,63,,
08:42:35,63,,
08:42:50,63,,
08:43:05,63,,
08:43:10,63,,
08:43:20,63,,
08:43:30,64,,
08:43:45,64,,
08:43:55,65,,
08:44:10,66,,
08:44:25,66,,
08:44:30,67,,
08:44:40,65,,
08:44:45,64,,
08:44:55,64,,
08:45:10,67,,
08:45:20,65,,
08:45:30,66,,
08:45:40,64,,
08:45:50,60,,
08:46:00,61,,
08:46:10,65,,
08:46:15,65,,
08:46:30,68,,
08:46:40,87,,
08:46:50,91,,
08:47:00,90,,
08:47:10,89,,
08:47:20,82,,
08:47:30,74,,
08:47:40,72,,
08:47:50,65,,
08:48:00,64,,
08:48:10,63,,
08:48:20,60,,
08:48:30,58,,
08:48:45,58,,
08:49:00,58,,
08:49:15,58,,
08:49:30,58,,
08:49:45,58,,
08:50:00,58,,
08:50:10,63,,
08:50:20,62,,
08:50:30,59,,
08:50:40,58,,
08:50:50,58,,
08:51:00,56,,
08:51:10,57,,
08:51:20,57,,
08:51:35,57,,
08:51:50,57,,
08:52:05,57,,
08:52:20,57,,
08:52:35,57,,
08:52:50,57,,
08:53:00,66,,
08:53:10,60,,
08:53:25,60,,
08:53:40,60,,
08:53:55,60,,
08:54:10,60,,
08:54:25,60,,
08:54:30,65,,
08:54:40,61,,
08:54:50,58,,
08:55:00,57,,
08:55:10,55,,
08:55:20,54,,
08:55:30,53,,
08:55:40,52,,
08:55:50,54,,
08:56:00,59,,
08:56:10,57,,
08:56:20,56,,
08:56:30,55,,
08:56:40,53,,
08:56:50,52,,
08:57:00,53,,
08:57:15,53,,
08:57:20,53,,
08:57:30,60,,
08:57:35,61,,
08:57:40,63,,
08:57:45,65,,
08:58:00,67,,
08:58:05,69,,
08:58:10,71,,
08:58:20,73,,
08:58:35,73,,
08:58:40,76,,
08:58:50,78,,
08:59:00,65,,
08:59:10,64,,
08:59:15,63,,
08:59:20,62,,
08:59:30,59,,
08:59:40,59,,
08:59:50,63,,
09:00:00,61,,
09:00:10,62,,
09:00:25,62,,
09:00:40,62,,
09:00:55,62,,
09:01:10,62,,
09:01:25,62,,
09:01:40,62,,
09:01:55,62,,
09:02:10,62,,
09:02:25,62,,
09:02:40,62,,
09:02:55,62,,
09:03:00,61,,
09:03:10,63,,
09:03:20,64,,
09:03:30,67,,
09:03:40,72,,
09:03:50,75,,
09:04:00,75,,
09:04:10,67,,
09:04:20,62,,
09:04:35,62,,
09:04:40,60,,
09:04:50,58,,
09:05:05,58,,
09:05:10,62,,
09:05:20,63,,
09:05:30,62,,
09:05:40,64,,
09:05:50,67,,
09:06:05,67,,
09:06:10,63,,
09:06:20,62,,
09:06:30,64,,
09:06:40,63,,
09:06:50,65,,
09:07:00,64,,
09:07:10,65,,
09:07:25,65,,
09:07:30,69,,
09:07:40,62,,
09:07:50,60,,
09:08:00,64,,
09:08:10,63,,
09:08:20,63,,
09:08:30,59,,
09:08:40,57,,
09:08:55,57,,
09:09:10,61,,
09:09:20,64,,
09:09:30,65,,
09:09:45,65,,
09:09:50,65,,
09:10:00,61,,
09:10:10,57,,
09:10:20,60,,
09:10:30,63,,
09:10:40,65,,
09:10:55,65,,
09:11:10,77,,
09:11:20,80,,
09:11:30,76,,
09:11:40,68,,
09:11:50,64,,
09:11:55,64,,
09:12:00,66,,
09:12:10,105,,
09:12:20,115,,
09:12:35,115,,
09:12:40,103,,
09:12:50,81,,
09:13:00,70,,
09:13:10,63,,
09:13:25,63,,
09:13:30,64,,
09:13:45,64,,
09:13:50,61,,
09:14:05,61,,
09:14:10,62,,
09:14:20,61,,
09:14:30,62,,
09:14:40,63,,
09:14:50,62,,
09:15:00,61,,
09:15:10,62,,
09:15:15,63,,
09:15:30,86,,
09:15:40,81,,
09:15:50,65,,
09:16:00,57,,
09:16:10,56,,
09:16:25,56,,
09:16:30,58,,
09:16:40,59,,
09:16:50,62,,
09:17:00,63,,
09:17:10,65,,
09:17:20,63,,
09:17:30,60,,
09:17:40,59,,
09:17:50,60,,
09:18:00,67,,
09:18:10,65,,
09:18:20,64,,
09:18:30,63,,
09:18:40,64,,
09:18:55,64,,
09:19:00,66,,
09:19:10,64,,
09:19:20,59,,
09:19:30,56,,
09:19:40,58,,
09:19:50,61,,
09:20:05,61,,
09:20:10,63,,
09:20:20,66,,
09:20:30,67,,
09:20:40,66,,
09:20:50,63,,
09:21:00,61,,
09:21:05,60,,
09:21:20,66,,
09:21:30,69,,
09:21:40,65,,
09:21:50,63,,
09:22:00,59,,
09:22:10,57,,
09:22:20,58,,
09:22:30,59,,
09:22:40,60,,
09:22:50,63,,
09:23:00,64,,
09:23:15,64,,
09:23:20,66,,
09:23:35,66,,
09:23:40,65,,
09:23:50,63,,
09:24:00,64,,
09:24:10,68,,
09:24:20,67,,
09:24:30,64,,
09:24:45,64,,
09:25:00,65,,
09:25:05,65,,
09:25:20,67,,
09:25:30,63,,
09:25:40,59,,
09:25:50,59,,
09:26:00,59,,
09:26:10,58,,
09:26:20,57,,
09:26:30,57,,
09:26:45,57,,
09:26:50,58,,
09:27:00,59,,
09:27:15,59,,
09:27:20,60,,
09:27:30,60,,
09:27:40,59,,
09:27:50,60,,
09:28:00,62,,
09:28:10,64,,
09:28:15,65,,
09:28:30,66,,
09:28:40,70,,
09:28:50,70,,
09:29:00,66,,
09:29:10,63,,
09:29:25,63,,
09:29:30,59,,
09:29:35,58,,
09:29:50,58,,
09:30:05,58,,
09:30:10,58,,
09:30:20,57,,
09:30:35,57,,
09:30:40,59,,
09:30:55,59,,
09:31:10,57,,
09:31:20,59,,
09:31:30,60,,
09:31:45,60,,
09:31:50,61,,
09:32:00,62,,
09:32:10,61,,
09:32:25,61,,
09:32:30,63,,
09:32:35,64,,
09:32:40,66,,
09:32:50,70,,
09:33:00,76,,
09:33:10,79,,
09:33:20,79,,
09:33:30,71,,
09:33:40,66,,
09:33:50,65,,
09:34:00,62,,
09:34:10,63,,
09:34:20,67,,
09:34:30,66,,
09:34:40,66,,
09:34:50,70,,
09:35:00,71,,
09:35:10,62,,
09:35:20,60,,
09:35:30,61,,
09:35:40,67,,
09:35:50,66,,
09:36:00,63,,
09:36:10,60,,
09:36:20,63,,
09:36:35,63,,
09:36:40,64,,
09:36:50,65,,
09:37:05,65,,
09:37:10,67,,
09:37:20,64,,
09:37:30,65,,
09:37:40,61,,
09:37:45,59,,
09:38:00,59,,
09:38:10,69,,
09:38:20,60,,
09:38:30,57,,
09:38:40,57,,
09:38:50,59,,
09:39:00,60,,
09:39:10,60,,
09:39:25,60,,
09:39:30,60,,
09:39:40,58,,
09:39:55,58,,
09:40:00,60,,
09:40:10,64,,
09:40:15,64,,
09:40:30,60,,
09:40:40,61,,
09:40:50,63,,
09:41:00,64,,
09:41:10,61,,
09:41:20,60,,
09:41:30,61,,
09:41:40,63,,
09:41:50,59,,
09:42:00,58,,
09:42:10,59,,
09:42:20,64,,
09:42:25,64,,
09:42:40,70,,
09:42:55,70,,
09:43:00,69,,
09:43:10,69,,
09:43:20,67,,
09:43:35,67,,
09:43:50,65,,
09:44:00,64,,
09:44:10,65,,
09:44:25,65,,
09:44:30,61,,
09:44:40,62,,
09:44:50,67,,
09:45:00,68,,
09:45:10,64,,
09:45:20,68,,
09:45:35,68,,
09:45:40,84,,
09:45:50,78,,
09:46:00,77,,
09:46:10,63,,
09:46:20,65,,
09:46:30,63,,
09:46:45,63,,
09:46:50,62,,
09:47:00,63,,
09:47:10,62,,
09:47:20,61,,
09:47:30,60,,
09:47:40,63,,
09:47:50,64,,
09:48:05,64,,
09:48:10,63,,
09:48:20,62,,
09:48:30,62,,
09:48:40,64,,
09:48:50,63,,
09:49:00,61,,
09:49:10,62,,
09:49:20,65,,
09:49:30,63,,
09:49:40,62,,
09:49:50,65,,
09:50:00,66,,
09:50:10,65,,
09:50:20,62,,
09:50:30,67,,
09:50:40,65,,
09:50:50,61,,
09:51:00,62,,
09:51:10,61,,
09:51:20,60,,
09:51:30,60,,
09:51:40,66,,
09:51:50,68,,
09:52:05,68,,
09:52:10,69,,
09:52:20,66,,
09:52:30,64,,
09:52:40,63,,
09:52:50,65,,
09:53:00,64,,
09:53:10,66,,
09:53:20,65,,
09:53:30,64,,
09:53:40,65,,
09:53:50,69,,
09:54:00,66,,
09:54:10,65,,
09:54:20,66,,
09:54:30,61,,
09:54:40,66,,
09:54:50,69,,
09:55:00,67,,
09:55:10,65,,
09:55:20,64,,
09:55:30,63,,
09:55:45,63,,
09:56:00,66,,
09:56:15,66,,
09:56:20,67,,
09:56:30,66,,
09:56:40,68,,
09:56:55,68,,
09:57:00,68,,
09:57:10,68,,
09:57:20,70,,
09:57:30,71,,
09:57:40,68,,
09:57:50,65,,
09:58:00,67,,
09:58:10,66,,
09:58:20,69,,
09:58:30,67,,
09:58:40,66,,
09:58:50,64,,
09:58:55,65,,
09:59:10,65,,
09:59:15,66,,
09:59:20,68,,
09:59:35,68,,
09:59:40,67,,
09:59:50,63,,
10:00:00,62,,
10:00:05,62,,
10:00:15,64,,
10:00:20,66,,
10:00:30,71,,
10:00:40,74,,
10:00:55,74,,
10:01:00,61,,
10:01:10,63,,
10:01:20,60,,
10:01:30,61,,
10:01:40,60,,
10:01:50,61,,
10:02:00,60,,
10:02:10,62,,
10:02:20,62,,
10:02:30,60,,
10:02:40,62,,
10:02:50,63,,
10:03:00,64,,
10:03:10,64,,
10:03:25,64,,
10:03:30,63,,
10:03:40,64,,
10:03:50,62,,
10:04:00,60,,
10:04:10,62,,
10:04:20,61,,
10:04:30,66,,
10:04:40,61,,
10:04:50,60,,
10:05:00,62,,
10:05:10,63,,
10:05:20,63,,
10:05:30,64,,
10:05:45,64,,
10:05:50,65,,
10:06:00,64,,
10:06:10,62,,
10:06:20,64,,
10:06:30,68,,
10:06:40,65,,
10:06:50,64,,
10:07:00,63,,
10:07:10,64,,
10:07:20,62,,
10:07:30,64,,
10:07:40,65,,
10:07:50,63,,
10:08:00,64,,
10:08:10,67,,
10:08:20,66,,
10:08:30,65,,
10:08:45,65,,
10:08:50,66,,
10:09:00,68,,
10:09:10,68,,
10:09:20,65,,
10:09:30,64,,
10:09:40,63,,
10:09:50,63,,
10:10:00,65,,
10:10:10,67,,
10:10:20,66,,
10:10:30,65,,
10:10:40,66,,
10:10:50,67,,
10:11:00,64,,
10:11:10,66,,
10:11:20,67,,
10:11:35,67,,
10:11:40,68,,
10:11:50,66,,
10:12:05,66,,
10:12:10,64,,
10:12:20,68,,
10:12:30,66,,
10:12:40,68,,
10:12:50,67,,
10:13:05,67,,
10:13:10,67,,
10:13:20,66,,
10:13:30,68,,
10:13:40,66,,
10:13:50,67,,
10:14:00,67,,
10:14:15,67,,
10:14:20,69,,
10:14:30,67,,
10:14:45,67,,
10:14:50,68,,
10:15:00,67,,
10:15:10,68,,
10:15:20,65,,
10:15:30,66,,
10:15:40,68,,
10:15:55,68,,
10:16:00,68,,
10:16:10,66,,
10:16:20,67,,
10:16:30,68,,
10:16:40,69,,
10:16:50,68,,
10:17:00,67,,
10:17:15,67,,
10:17:20,68,,
10:17:30,69,,
10:17:40,68,,
10:17:50,66,,
10:18:00,64,,
10:18:10,60,,
10:18:25,60,,
10:18:30,62,,
10:18:40,63,,
10:18:50,65,,
10:19:00,66,,
10:19:10,65,,
10:19:25,65,,
10:19:30,63,,
10:19:40,64,,
10:19:50,67,,
10:20:05,67,,
10:20:10,70,,
10:20:25,70,,
10:20:30,71,,
10:20:45,71,,
10:21:00,70,,
10:21:10,69,,
10:21:25,69,,
10:21:30,71,,
10:21:45,71,,
10:21:50,70,,
10:22:00,70,,
10:22:10,69,,
10:22:20,70,,
10:22:30,68,,
10:22:40,69,,
10:22:50,73,,
10:23:00,70,,
10:23:10,70,,
10:23:20,72,,
10:23:30,73,,
10:23:40,71,,
10:23:50,71,,
10:24:00,73,,
10:24:10,71,,
10:24:20,67,,
10:24:30,70,,
10:24:40,71,,
10:24:55,71,,
10:25:10,70,,
10:25:25,70,,
10:25:30,71,,
10:25:40,71,,
10:25:50,70,,
10:26:00,71,,
10:26:15,71,,
10:26:25,71,,
10:26:30,66,,
10:26:35,66,,
10:26:40,67,,
10:26:50,80,,
10:27:00,77,,
10:27:10,76,,
10:27:20,71,,
10:27:30,68,,
10:27:40,67,,
10:27:55,67,,
10:28:00,66,,
10:28:10,63,,
10:28:20,62,,
10:28:30,63,,
10:28:40,62,,
10:28:50,62,,
10:29:05,62,,
10:29:10,60,,
10:29:20,61,,
10:29:30,62,,
10:29:40,63,,
10:29:50,66,,
10:30:00,67,,
10:30:10,66,,
10:30:20,65,,
10:30:30,67,,
10:30:40,66,,
10:30:50,66,,
10:31:05,66,,
10:31:10,65,,
10:31:20,63,,
10:31:35,63,,
10:31:40,63,,
10:31:50,63,,
10:32:00,63,,
10:32:10,62,,
10:32:20,61,,
10:32:30,63,,
10:32:40,64,,
10:32:55,64,,
10:33:00,63,,
10:33:15,63,,
10:33:30,64,,
10:33:40,64,,
10:33:50,63,,
10:34:05,63,,
10:34:10,66,,
10:34:25,66,,
10:34:30,66,,
10:34:40,64,,
10:34:50,65,,
10:35:05,65,,
10:35:20,63,,
10:35:35,63,,
10:35:40,64,,
10:35:50,65,,
10:36:00,67,,
10:36:10,68,,
10:36:25,68,,
10:36:30,68,,
10:36:40,65,,
10:36:50,65,,
10:37:00,65,,
10:37:10,65,,
10:37:20,67,,
10:37:35,67,,
10:37:40,65,,
10:37:50,65,,
10:38:00,66,,
10:38:10,67,,
10:38:25,67,,
10:38:30,68,,
10:38:45,68,,
10:39:00,68,,
10:39:10,67,,
10:39:20,67,,
10:39:30,69,,
10:39:45,69,,
10:39:50,69,,
10:40:00,69,,
10:40:15,69,,
10:40:30,69,,
10:40:40,68,,
10:40:55,68,,
10:41:00,66,,
10:41:10,65,,
10:41:20,66,,
10:41:30,67,,
10:41:40,69,,
10:41:55,69,,
10:42:00,69,,
10:42:15,69,,
10:42:20,81,,
10:42:30,80,,
10:42:40,77,,
10:42:50,72,,
10:43:00,69,,
10:43:10,66,,
10:43:15,69,,
10:43:20,68,,
10:43:25,69,,
10:43:30,68,,
10:43:40,69,,
10:43:50,64,,
10:44:00,60,,
10:44:15,60,,
10:44:20,59,,
10:44:35,59,,
10:44:40,60,,
10:44:50,59,,
10:45:00,59,,
10:45:15,59,,
10:45:20,61,,
10:45:30,63,,
10:45:40,62,,
10:45:50,61,,
10:46:00,61,,
10:46:10,60,,
10:46:20,59,,
10:46:35,59,,
10:46:40,63,,
10:46:50,61,,
10:47:00,60,,
10:47:10,62,,
10:47:20,64,,
10:47:35,64,,
10:47:40,62,,
10:47:50,62,,
10:48:05,62,,
10:48:10,59,,
10:48:20,62,,
10:48:30,63,,
10:48:40,64,,
10:48:50,62,,
10:49:00,61,,
10:49:10,60,,
10:49:25,60,,
10:49:30,57,,
10:49:40,60,,
10:49:55,60,,
10:50:00,57,,
10:50:10,59,,
10:50:20,63,,
10:50:30,64,,
10:50:40,59,,
10:50:50,57,,
10:51:00,57,,
10:51:15,57,,
10:51:20,61,,
10:51:35,62,,
10:51:40,61,,
10:51:50,85,,
10:52:00,82,,
10:52:10,67,,
10:52:20,56,,
10:52:30,58,,
10:52:35,59,,
10:52:50,57,,
10:53:00,57,,
10:53:05,57,,
10:53:20,57,,
10:53:30,57,,
10:53:45,57,,
10:53:50,58,,
10:54:00,57,,
10:54:10,55,,
10:54:20,57,,
10:54:30,56,,
10:54:40,58,,
10:54:55,58,,
10:55:00,62,,
10:55:10,64,,
10:55:25,64,,
10:55:30,68,,
10:55:40,70,,
10:55:50,71,,
10:56:00,59,,
10:56:15,59,,
10:56:20,56,,
10:56:30,57,,
10:56:40,56,,
10:56:50,57,,
10:57:00,58,,
10:57:10,57,,
10:57:20,57,,
10:57:30,64,,
10:57:40,66,,
10:57:50,62,,
10:58:00,60,,
10:58:10,59,,
10:58:20,63,,
10:58:30,65,,
10:58:45,65,,
10:58:50,61,,
10:59:00,58,,
10:59:15,58,,
10:59:30,59,,
10:59:40,60,,
10:59:50,60,,
11:00:00,64,,
11:00:10,64,,
11:00:20,63,,
11:00:30,59,,
11:00:40,58,,
11:00:50,56,,
11:01:00,59,,
11:01:10,60,,
11:01:20,58,,
11:01:30,57,,
11:01:45,57,,
11:01:50,56,,
11:02:00,58,,
11:02:15,58,,
11:02:25,58,,
11:02:40,72,,
11:02:50,77,,
11:03:00,73,,
11:03:10,68,,
11:03:20,66,,
11:03:35,66,,
11:03:40,59,,
11:03:50,56,,
11:04:05,56,,
11:04:10,57,,
11:04:25,57,,
11:04:30,60,,
11:04:40,62,,
11:04:50,60,,
11:05:00,59,,
11:05:10,56,,
11:05:20,59,,
11:05:35,59,,
11:05:40,62,,
11:05:50,63,,
11:06:00,64,,
11:06:10,64,,
11:06:25,64,,
11:06:30,63,,
11:06:40,63,,
11:06:50,57,,
11:07:05,57,,
11:07:10,59,,
11:07:20,62,,
11:07:30,64,,
11:07:40,63,,
11:07:50,64,,
11:08:00,63,,
11:08:10,63,,
11:08:20,61,,
11:08:30,59,,
11:08:40,61,,
11:08:50,60,,
11:09:00,58,,
11:09:10,58,,
11:09:20,55,,
11:09:30,56,,
11:09:40,58,,
11:09:50,60,,
11:10:00,61,,
11:10:10,59,,
11:10:20,57,,
11:10:30,60,,
11:10:45,60,,
11:10:50,59,,
11:11:00,61,,
11:11:10,64,,
11:11:20,63,,
11:11:30,62,,
11:11:40,65,,
11:11:50,61,,
11:11:55,61,,
11:12:00,62,,
11:12:10,78,,
11:12:20,86,,
11:12:30,82,,
11:12:40,79,,
11:12:50,75,,
11:13:00,69,,
11:13:10,62,,
11:13:20,61,,
11:13:30,61,,
11:13:40,57,,
11:13:50,60,,
11:14:00,65,,
11:14:10,63,,
11:14:25,63,,
11:14:30,61,,
11:14:40,63,,
11:14:50,59,,
11:15:00,60,,
11:15:10,63,,
11:15:20,62,,
11:15:30,63,,
11:15:40,60,,
11:15:50,62,,
11:16:00,64,,
11:16:10,63,,
11:16:20,59,,
11:16:30,62,,
11:16:40,61,,
11:16:55,61,,
11:17:00,60,,
11:17:15,60,,
11:17:20,61,,
11:17:30,62,,
11:17:40,64,,
11:17:55,64,,
11:18:00,62,,
11:18:10,64,,
11:18:20,62,,
11:18:35,62,,
11:18:40,63,,
11:18:50,60,,
11:19:00,61,,
11:19:15,61,,
11:19:20,62,,
11:19:30,63,,
11:19:40,64,,
11:19:50,63,,
11:20:05,63,,
11:20:10,65,,
11:20:20,64,,
11:20:30,64,,
11:20:40,62,,
11:20:50,61,,
11:21:00,62,,
11:21:10,63,,
11:21:20,61,,
11:21:30,63,,
11:21:45,63,,
11:22:00,65,,
11:22:10,63,,
11:22:20,62,,
11:22:30,64,,
11:22:40,62,,
11:22:50,66,,
11:23:00,65,,
11:23:10,62,,
11:23:20,63,,
11:23:30,64,,
11:23:40,66,,
11:23:50,64,,
11:24:05,64,,
11:24:10,63,,
11:24:20,64,,
11:24:35,64,,
11:24:40,63,,
11:24:50,66,,
11:25:00,67,,
11:25:10,68,,
11:25:20,65,,
11:25:30,64,,
11:25:40,65,,
11:25:55,65,,
11:26:05,67,,
11:26:10,84,,
11:26:20,84,,
11:26:30,90,,
11:26:40,79,,
11:26:45,76,,
11:27:00,75,,
11:27:15,75,,
11:27:20,75,,
11:27:35,75,,
11:27:45,76,,
11:27:50,78,,
11:27:55,81,,
11:28:00,83,,
11:28:10,96,,
11:28:15,96,,
11:28:20,97,,
11:28:25,98,,
11:28:30,97,,
11:28:35,96,,
11:28:40,95,,
11:28:55,95,,
11:29:00,94,,
11:29:10,91,,
11:29:15,90,,
11:29:30,86,,
11:29:40,85,,
11:29:50,80,,
11:30:00,79,,
11:30:10,77,,
11:30:15,76,,
11:30:20,77,,
11:30:25,79,,
11:30:35,77,,
11:30:40,79,,
11:30:45,79,,
11:31:00,78,,
11:31:05,80,,
11:31:10,81,,
11:31:20,83,,
11:31:25,81,,
11:31:40,82,,
11:31:45,80,,
11:31:50,78,,
11:31:55,78,,
11:32:05,87,,
11:32:20,86,,
11:32:30,85,,
11:32:45,85,,
11:32:50,84,,
11:33:05,84,,
11:33:10,83,,
11:33:15,84,,
11:33:20,83,,
11:33:35,82,,
11:33:40,80,,
11:33:45,79,,
11:33:50,78,,
11:34:00,78,,
11:34:10,78,,
11:34:15,78,,
11:34:30,77,,
11:34:40,76,,
11:34:45,75,,
11:35:00,75,,
11:35:10,74,,
11:35:20,73,,
11:35:30,75,,
11:35:35,77,,
11:35:40,77,,
11:35:55,77,,
11:36:00,78,,
11:36:15,78,,
11:36:25,76,,
11:36:30,74,,
11:36:35,75,,
11:36:40,79,,
11:36:45,83,,
11:36:55,82,,
11:37:05,81,,
11:37:20,81,,
11:37:25,81,,
11:37:40,81,,
11:37:55,81,,
11:38:00,80,,
11:38:15,66,,
11:38:30,67,,
11:38:40,67,,
11:38:45,68,,
11:38:50,69,,
11:38:55,70,,
11:39:10,71,,
11:39:20,73,,
11:39:35,73,,
11:39:40,73,,
11:39:45,73,,
11:40:00,73,,
11:40:10,78,,
11:40:15,78,,
11:40:30,77,,
11:40:40,70,,
11:40:55,69,,
11:41:10,69,,
11:41:25,68,,
11:41:30,67,,
11:41:35,68,,
11:41:45,69,,
11:41:50,76,,
11:41:55,77,,
11:42:00,76,,
11:42:05,75,,
11:42:10,75,,
11:42:25,75,,
11:42:30,74,,
11:42:35,73,,
11:42:50,73,,
11:43:05,73,,
11:43:20,73,,
11:43:30,73,,
11:43:35,74,,
11:43:50,74,,
11:43:55,75,,
11:44:00,75,,
11:44:05,76,,
11:44:10,78,,
11:44:15,78,,
11:44:25,77,,
11:44:35,77,,
11:44:50,77,,
11:45:00,79,,
11:45:10,81,,
